DATASET_BOXPLOT
#Box plots (box and whisker diagrams) display the distribution of data based on the five number summary: minimum, first quartile, median, third quartile, and maximum.
#In addition to a box plot, each node can have an unlimited number of extremes defined

#lines starting with a hash are comments and ignored during parsing
#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file.
SEPARATOR TAB


#label is used in the legend table (can be changed later)
DATASET_LABEL	Abundace

#dataset color (can be changed later)
COLOR	#ff0000

DATA

Alc_Sutterella	0.0027007	3.955845	7.47243	11.107575	35.7432
Bac_Bacteroides	0.0509457	17.5445	22.5496	29.9261	57.6442
Bar_Barnesiella	0.00147234	0.00621371	0.021556	0.604128	2.51567
Bif_Bifidobacterium	0.00158756	0.026284225	0.0762409	0.2672355	6.85634
Chr_Christensenellaceae_Group	0.00696806	0.0865566	0.232245	0.5714185	9.59814
Clo_Clostridium	0.00787741	0.089379125	0.1968095	0.4019845	16.2693
Cor_Collinsella	0.00167026	0.0387392	0.0844781	0.253532	2.89552
Des_Bilophila	0.00089197	0.2785105	0.597006	1.1052	7.04176
Ent_Citrobacter	0.00174189	0.01643325	0.042183	0.1589785	4.96096
Ent_Enterobacter	0.000401563	0.01825645	0.08519795	0.46845375	23.5553
Ent_Enterobacteriaceae_Group	0.000284378	0.00792244	0.0357682	0.114278	3.12808
Ent_Escherichia_Shigella	0.000465293	0.01233425	0.0537042	0.21832	5.35061
Ent_Klebsiella	0.00216027	0.024740825	0.137344	0.61364925	16.8679
Ent_Pantoea	0.000774516	0.009714183	0.0397002	0.10297475	3.78527
Ery_Erysipelotrichaceae_Group	0.00244539	0.0273791	0.0661974	0.141971	1.2188
Lac_Anaerostipes	0.00727795	0.15425025	0.2938085	0.6555645	9.2063
Lac_Blautia	0.346196	1.06755	1.39308	1.99919	10.1873
Lac_Coprococcus	0.0116567	0.2392925	0.5262915	1.1749675	24.6516
Lac_Dorea	0.0401537	0.2275405	0.353015	0.54189325	2.13854
Lac_Eubacterium	0.00858521	0.19750325	0.319586	0.49861625	3.17772
Lac_Fusicatenibacter	0.0173934	0.25974575	0.3954595	0.59803	9.32477
Lac_Lachnoclostridium	0.0276511	0.728677	1.11481	2.04161	12.8171
Lac_Lachnospira	0.00350113	0.240596	0.507823	1.03286	6.20573
Lac_Lachnospiraceae_Group	0.267925	3.57803	4.90435	7.11689	17.6456
Lac_Moryella	0.000617836	0.00696727	0.0208608	0.119097	4.9586
Lac_Pseudobutyrivibrio	0.0455147	0.95879	1.76471	3.26974	11.4605
Lac_Roseburia	0.21385	3.07422	6.12586	9.33666	32.1057
Lac_Ruminococcus	0.030773	0.23711825	0.37172	0.535603	6.27896
Lep_Leptotrichia	0.000341877	0.00127131	0.00336246	0.014386525	15.6006
Odo_Butyricimonas	0.000857722	0.230133	0.546837	1.09751	4.89449
Odo_Odoribacter	0.00133795	0.315248	0.594361	1.02595	4.5124
Par_Paraprevotella	0.000495981	0.005402325	0.391214	0.819506	2.92899
Pas_Haemophilus	0.000361858	0.050406075	0.206134	0.86030225	6.48146
Pep_Intestinibacter	0.0012665	0.0171527	0.0574007	0.152763	3.9221
Pep_Peptoclostridium	0.000917021	0.0119914	0.0311936	0.07668485	2.21714
Por_Coprobacter	0.00020633	0.006404048	0.20377	0.65971325	6.27863
Por_Parabacteroides	0.00216888	0.75103325	1.10312	1.6009275	6.73696
Pre_Prevotella	0.00118873	0.00946707	0.0263327	5.71706	40.6569
Rhi_Agrobacterium	0.000792483	0.003127723	0.0112768	0.1291965	19.5367
Rho_Thalassospira	0.00103165	0.016538275	1.48814	9.0314425	35.7711
Rik_Alistipes	0.00157942	1.32018	2.60175	4.56378	15.549
Rum_Anaerotruncus	0.000837145	0.0133991	0.0307378	0.12485	4.62118
Rum_Eubacterium	0.0016963	0.0745073	0.203008	0.44436	4.7571
Rum_Faecalibacterium	0.0081877	1.93016	3.213	5.2372	26.7464
Rum_Oscillospira	0.0414766	0.913055	1.35177	2.15509	6.03923
Rum_Ruminiclostridium	0.0350113	0.37911375	0.5450515	0.795096	3.01064
Rum_Ruminococcaceae_Group	0.112366	0.930564	1.91718	3.36067	10.072
Rum_Ruminococcus	0.11105	1.59263	3.2851	6.21931	24.2361
Rum_Subdoligranulum	0.00836222	0.5749365	0.980198	1.49505	20.7585
S24_S24_7_Group	0.000933317	0.0139811	0.082181	0.332876	2.88577
Sph_Kaistobacter	0.00105664	0.007521293	0.0213666	0.74060025	26.0188
Str_Streptococcus	0.00115332	0.0147393	0.0387946	0.101386	2.43383
Vei_Dialister	0.000569795	0.00707857	0.0455364	0.412088	6.01554
Vei_Megamonas	0.000348378	0.006028365	0.0249342	0.2186195	11.6743
Vei_Phascolarctobacterium	0.00174671	0.310788	0.793014	1.91852	11.3007
Vei_Veillonella	0.000922658	0.015478175	0.0538093	0.17003375	1.77728
Ver_Akkermansia	0.000515824	0.01053175	0.235471	2.81606	24.2624
Vic_Victivallis	0.000515824	0.0277219	0.5897315	1.7477475	9.74621
